KHM,Quarter,mahieu,lat,lon,Quarter,DO,Temperature,pH,Salinity,NH3,PO4,BOD5,TSS,Coliform,Alkalinity,Transparency,H2S,COD,CN,As,Cd,Pb,Cu,Hg,Zn,Total_Cr,Alkalinity_source,Transparency_source
NB25,,NB25,466608,2329585,,6.02,,8.09,,,,,8.2,1,,,0.04934408063605557,,,0.002,0.0001,0.0001,0.0026,0.0001,0.012,,,
NB25,,NB25,466608,2329585,,5.98,,8.06,,,,,9.4,1,,,0.04070024699632012,,,0.0017,0.0001,0.0001,0.0014,0.0001,0.0101,,,
NB25,,NB25,466608,2329585,,5.91,,8.12,,,,,9.5,1,,,0.04539327928039041,,,0.0022,0.0001,0.0001,0.00015,0.0001,0.0102,,,
NB25,,NB25,466608,2329585,,5.88,,8.12,,,,,8.7,1,,,0.029005397472386212,,,0.0014,0.0001,0.0001,0.00015,0.0003,0.001,,,
NB26,,NB26,455510,2321486,,6.75,,8.03,,,,,10.7,90,,,0.03509083582767977,,,0.0006,0.0001,0.00045,0.00045,0.00025,0.0021,,,
NB26,,NB26,455510,2321486,,6.89,,8.19,,,,,17.6,70,,,0.0402241984164351,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.0069,,,
NB26,,NB26,455510,2321486,,6.14,,7.83,,,,,17.5,70,,,0.05043701383702337,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0093,,,
NB26,,NB26,455510,2321486,,6.66,,8.15,,,,,17.6,90,,,0.032468414203825825,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0082,,,
NB26,,NB26,455510,2321486,,6.37,,8.13,,,,,17.6,150,,,0.04524701260075989,,,0.0013,0.0001,0.00045,0.00045,0.00025,0.0048,,,
NB26,,NB26,455510,2321486,,6.3,,8.1,,,,,17.5,90,,,0.034010263924323735,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0073,,,
NB26,,NB26,455510,2321486,,6.22,,8.06,,,,,18.2,200,,,0.035889855156726776,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0053,,,
NB26,,NB26,455510,2321486,,6.12,,8.03,,,,,18.2,40,,,0.05060176698049796,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0062,,,
NB26,,NB26,455510,2321486,,6.32,,8.15,,,,,17.2,300,,,0.01817667915539951,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0088,,,
NB26,,NB26,455510,2321486,,6.2,,8.07,,,,,18.2,400,,,0.023401870650907094,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0094,,,
NB26,,NB26,455510,2321486,,6.27,,8.04,,,,,18.5,250,,,0.021877340347564687,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.0081,,,
NB26,,NB26,455510,2321486,,6.3,,8.02,,,,,17.6,150,,,0.016064438965352614,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0098,,,
NB26,,NB26,455510,2321486,,6.26,,8.13,,,,,17.2,1,,,0.029284586657852458,,,0.0016,0.0001,0.0001,0.0016,0.0001,0.0116,,,
NB26,,NB26,455510,2321486,,6.12,,8.09,,,,,18.2,1,,,0.04915294914533512,,,0.0018,0.0001,0.0001,0.001,0.0001,0.0098,,,
NB26,,NB26,455510,2321486,,6.18,,8.05,,,,,17.2,1,,,0.03377611784168299,,,0.0023,0.0001,0.0001,0.00015,5e-05,0.0932,,,
NB26,,NB26,455510,2321486,,6.2,,8.08,,,,,15.6,1,,,0.04023899589950628,,,0.0015,0.0001,0.0001,0.00015,0.0001,0.001,,,
NB27,,NB27,459989,2330880,,6.02,,7.6,,,,,26.3,1.5,,,0.05560027235880754,,,0.0006,0.0001,0.00045,0.00045,0.00025,0.0057,,,
NB27,,NB27,459989,2330880,,6.51,,7.82,,,,,24.7,1.5,,,0.06,,,0.0011,0.0001,0.00045,0.00045,0.00025,0.0143,,,
NB27,,NB27,459989,2330880,,6.11,,7.67,,,,,18.4,1.5,,,0.03652556977831506,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0118,,,
NB27,,NB27,459989,2330880,,6.16,,7.75,,,,,15.2,1.5,,,0.06,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0177,,,
NB27,,NB27,459989,2330880,,5.95,,7.82,,,,,15.2,1.5,,,0.03872590661776988,,,0.0008,0.0001,0.00045,0.00045,0.00025,0.0066,,,
NB27,,NB27,459989,2330880,,5.88,,7.8,,,,,15.3,1.5,,,0.02764204554025659,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0106,,,
NB27,,NB27,459989,2330880,,5.82,,7.76,,,,,16.3,1.5,,,0.03018912401750582,,,0.001,0.0001,0.00045,0.00045,0.00025,0.0048,,,
NB27,,NB27,459989,2330880,,5.76,,7.79,,,,,15.2,1.5,,,0.02189042926331567,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0082,,,
NB27,,NB27,459989,2330880,,5.98,,7.86,,,,,15.2,1.5,,,0.027137985801251964,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0101,,,
NB27,,NB27,459989,2330880,,5.8,,7.75,,,,,15.799999999999999,1.5,,,0.03289189421566376,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0085,,,
NB27,,NB27,459989,2330880,,5.76,,7.82,,,,,15.3,1.5,,,0.05012797974123384,,,0.0008,0.0001,0.00045,0.00045,0.00025,0.0069,,,
NB27,,NB27,459989,2330880,,5.79,,7.85,,,,,16.5,1.5,,,0.06,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0095,,,
NB27,,NB27,459989,2330880,,5.92,,7.89,,,,,14.7,1,,,0.02268550734291476,,,0.0016,0.0001,0.0001,0.0018,0.0001,0.0088,,,
NB27,,NB27,459989,2330880,,5.89,,7.79,,,,,15.5,1,,,0.043188893717579176,,,0.0013,0.0001,0.0001,0.002,0.0001,0.0074,,,
NB27,,NB27,459989,2330880,,5.64,,7.86,,,,,14.2,1,,,0.025678396413656934,,,0.0014,0.0001,0.0001,0.00015,0.0003,0.2105,,,
NB27,,NB27,459989,2330880,,5.68,,7.8,,,,,15.2,1,,,0.044490705964260184,,,0.0012,0.0001,0.0001,0.00015,0.0001,0.001,,,
NB28,,NB28,460436,2333357,,5.92,,7.84,,,,,20.4,150,,,0.03571395887425035,,,0.0009,0.0001,0.00045,0.00045,0.00025,0.0081,,,
NB28,,NB28,460436,2333357,,6.79,,8.08,,,,,17.5,200,,,0.019277882691191173,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.0113,,,
NB28,,NB28,460436,2333357,,6.21,,8.02,,,,,16.3,250,,,0.05244770992724873,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.012,,,
NB28,,NB28,460436,2333357,,6.26,,8.01,,,,,7.6,150,,,0.030073266186885893,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0119,,,
NB28,,NB28,460436,2333357,,6.19,,8.02,,,,,7.6,200,,,0.03085896196763623,,,0.0006,0.0001,0.00045,0.00045,0.00025,0.0093,,,
NB28,,NB28,460436,2333357,,6.12,,8,,,,,7.8,250,,,0.025407771956578524,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0088,,,
NB28,,NB28,460436,2333357,,6.08,,7.98,,,,,8.3,1.5,,,0.029540438511098995,,,0.0009,0.0001,0.00045,0.00045,0.00025,0.0125,,,
NB28,,NB28,460436,2333357,,6.04,,8.01,,,,,7.6,200,,,0.043741701904009535,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0099,,,
NB28,,NB28,460436,2333357,,6.13,,8.04,,,,,7.3,1.5,,,0.034968435555693025,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0122,,,
NB28,,NB28,460436,2333357,,6.04,,7.98,,,,,7.3,1.5,,,0.042195278907051055,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0079,,,
NB28,,NB28,460436,2333357,,6.02,,8.03,,,,,7.6,1.5,,,0.04270742693643645,,,0.0007,0.0001,0.00045,0.00045,0.00025,0.0113,,,
NB28,,NB28,460436,2333357,,5.99,,8.02,,,,,7.5,1.5,,,0.06,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0081,,,
NB28,,NB28,460436,2333357,,6.06,,8.02,,,,,7.6,1,,,0.033074113044139195,,,0.0014,0.0001,0.0001,0.0014,0.0001,0.0113,,,
NB28,,NB28,460436,2333357,,6.11,,8,,,,,7.2,1,,,0.021919659132148175,,,0.0012,0.0001,0.0001,0.0017,0.0001,0.0096,,,
NB28,,NB28,460436,2333357,,6.08,,8.06,,,,,7.2,1,,,0.055158437407772716,,,0.0016,0.0001,0.0001,0.00015,0.0008,0.0177,,,
NB28,,NB28,460436,2333357,,5.9,,8.05,,,,,6.2,1,,,0.03320993441216631,,,0.0008,0.0001,0.0001,0.00015,0.0002,0.001,,,
NB29,,NB29,462783,2334332,,6.52,,7.96,,,,,6.4,1.5,,,0.05611440034442369,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0053,,,
NB29,,NB29,462783,2334332,,6.96,,8.02,,,,,5.8,1.5,,,0.043041096936739166,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.013,,,
NB29,,NB29,462783,2334332,,6.35,,8.06,,,,,5.6,1.5,,,0.03571329975213317,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0145,,,
NB29,,NB29,462783,2334332,,6.42,,8.04,,,,,5.4,1.5,,,0.04250426161223352,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0186,,,
NB29,,NB29,462783,2334332,,6.29,,8.06,,,,,6.2,1.5,,,0.06,,,0.0011,0.0001,0.00045,0.00045,0.00025,0.0078,,,
NB29,,NB29,462783,2334332,,6.2,,8.04,,,,,6.5,1.5,,,0.06,,,0.0024,0.0001,0.00045,0.00045,0.00025,0.0062,,,
NB29,,NB29,462783,2334332,,6.18,,8.02,,,,,6.2,1.5,,,0.03840770960615076,,,0.0013,0.0001,0.00045,0.00045,0.00025,0.0093,,,
NB29,,NB29,462783,2334332,,6.12,,8.04,,,,,6.1,1.5,,,0.03969391648865031,,,0.0027,0.0001,0.00045,0.00045,0.00025,0.0078,,,
NB29,,NB29,462783,2334332,,6.32,,8.08,,,,,5.7,1.5,,,0.0553391586193851,,,0.0025,0.0001,0.00045,0.00045,0.00025,0.0085,,,
NB29,,NB29,462783,2334332,,6.12,,8.01,,,,,6.1,1.5,,,0.02755932066012899,,,0.0021,0.0001,0.00045,0.00045,0.00025,0.0072,,,
NB29,,NB29,462783,2334332,,6.11,,8.06,,,,,6.3,1.5,,,0.042262806013875914,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.0938,,,
NB29,,NB29,462783,2334332,,6.15,,8.04,,,,,6.2,1.5,,,0.03710344886308237,,,0.0024,0.0001,0.00045,0.00045,0.00025,0.0103,,,
NB29,,NB29,462783,2334332,,6.24,,8.05,,,,,5.2,1,,,0.04197006519792954,,,0.0018,0.0001,0.0001,0.0019,0.0001,0.0143,,,
NB29,,NB29,462783,2334332,,6.19,,8.03,,,,,5.5,1,,,0.027682476945904404,,,0.0014,0.0001,0.0001,0.0009,0.0001,0.0121,,,
NB29,,NB29,462783,2334332,,6.19,,8.04,,,,,4.1,1,,,0.021041574464240858,,,0.0038,0.0001,0.0001,0.00015,0.0001,0.0091,,,
NB29,,NB29,462783,2334332,,6.08,,8.02,,,,,4.8,1,,,0.017657286832983364,,,0.0012,0.0001,0.0001,0.00015,0.0004,0.0057,,,
NB30,,NB30,463665,2327079,,6.72,,8.01,,,,,7.2,1.5,,,0.02497255559368035,,,0.0011,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB30,,NB30,463665,2327079,,6.88,,7.98,,,,,6.2,1.5,,,0.031712594334387514,,,0.0013,0.0001,0.00045,0.00045,0.00025,0.0053,,,
NB30,,NB30,463665,2327079,,6.45,,7.92,,,,,6.7,1.5,,,0.03367448925682023,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0087,,,
NB30,,NB30,463665,2327079,,6.33,,7.95,,,,,7.3,1.5,,,0.06,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0084,,,
NB30,,NB30,463665,2327079,,6.24,,7.98,,,,,7.4,1.5,,,0.05593964203651479,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0033,,,
NB30,,NB30,463665,2327079,,6.16,,7.95,,,,,7.6,1.5,,,0.026419637589897522,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0091,,,
NB30,,NB30,463665,2327079,,6.11,,7.93,,,,,7.4,1.5,,,0.042487807234914174,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0051,,,
NB30,,NB30,463665,2327079,,6.05,,7.98,,,,,7.5,1.5,,,0.03231171739475177,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0111,,,
NB30,,NB30,463665,2327079,,6.18,,8.01,,,,,7.6,1.5,,,0.03378249215854318,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0137,,,
NB30,,NB30,463665,2327079,,6.09,,7.92,,,,,7.5,1.5,,,0.040057474779487116,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.011,,,
NB30,,NB30,463665,2327079,,6.03,,7.98,,,,,7.1,1.5,,,0.04688444864840931,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0102,,,
NB30,,NB30,463665,2327079,,6.06,,8.01,,,,,7.3,1.5,,,0.0331164619904777,,,0.0022,0.0001,0.00045,0.00045,0.00025,0.0128,,,
NB30,,NB30,463665,2327079,,6.12,,8,,,,,7.3,1,,,0.05509103441428976,,,0.0017,0.0001,0.0001,0.0013,0.0001,0.015,,,
NB30,,NB30,463665,2327079,,6.15,,7.95,,,,,7.5,1,,,0.024751121974651197,,,0.0013,0.0001,0.0001,0.0016,0.0001,0.0127,,,
NB30,,NB30,463665,2327079,,6.12,,8,,,,,6.3,1,,,0.03753938588928119,,,0.0018,0.0001,0.0001,0.00015,0.0002,0.0118,,,
NB30,,NB30,463665,2327079,,6,,8.03,,,,,6.3,1,,,0.06,,,0.0009,0.0001,0.0001,0.00015,0.0001,0.001,,,
NB31,,NB31,470234,2331339,,6.81,,8.02,,,,,5.2,1.5,,,0.04060982394849223,,,0.0009,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB31,,NB31,470234,2331339,,6.86,,8.09,,,,,4.9,1.5,,,0.06,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0025,,,
NB31,,NB31,470234,2331339,,6.62,,8.06,,,,,5.2,1.5,,,0.03871738819039943,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0074,,,
NB31,,NB31,470234,2331339,,6.28,,8.06,,,,,5.4,1.5,,,0.046236022254990045,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0052,,,
NB31,,NB31,470234,2331339,,6.17,,8.08,,,,,6.2,1.5,,,0.036689626133437285,,,0.0008,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB31,,NB31,470234,2331339,,6.06,,8.06,,,,,5.2,1.5,,,0.035208184050130376,,,0.0023,0.0001,0.00045,0.00045,0.00025,0.0054,,,
NB31,,NB31,470234,2331339,,6,,8.03,,,,,5.8,1.5,,,0.02822889431523483,,,0.0011,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB31,,NB31,470234,2331339,,6.04,,8.05,,,,,5.8,1.5,,,0.04377997177583534,,,0.0028,0.0001,0.00045,0.00045,0.00025,0.0087,,,
NB31,,NB31,470234,2331339,,6.09,,8.1,,,,,5.7,1.5,,,0.02750064094158226,,,0.0023,0.0001,0.00045,0.00045,0.00025,0.0074,,,
NB31,,NB31,470234,2331339,,6.02,,8.03,,,,,5.4,1.5,,,0.047680477628975114,,,0.0025,0.0001,0.00045,0.00045,0.00025,0.0066,,,
NB31,,NB31,470234,2331339,,6.08,,8.05,,,,,5.7,1.5,,,0.05552105812250764,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB31,,NB31,470234,2331339,,6.02,,8.03,,,,,5.2,1.5,,,0.04277889537750545,,,0.0021,0.0001,0.00045,0.00045,0.00025,0.0074,,,
NB31,,NB31,470234,2331339,,6.03,,8.07,,,,,5.5,1,,,0.03375940239756077,,,0.0016,0.0001,0.0001,0.002,0.0001,0.0102,,,
NB31,,NB31,470234,2331339,,6.08,,8.01,,,,,5.8,1,,,0.044157389156725214,,,0.0014,0.0001,0.0001,0.0011,0.0001,0.0087,,,
NB31,,NB31,470234,2331339,,6.17,,8.07,,,,,4.2,1,,,0.03348591462995965,,,0.0021,0.0001,0.0001,0.00015,0.0002,0.0107,,,
NB31,,NB31,470234,2331339,,6,,8.05,,,,,4.2,1,,,0.05258582233053053,,,0.0014,0.0001,0.0001,0.0008,0.0001,0.001,,,
NB32,,NB32,480817,2346140,,6.55,,8.07,,,,,4.1,1.5,,,0.019274384824757917,,,0.001,0.0001,0.00045,0.00045,0.00025,0.011,,,
NB32,,NB32,480817,2346140,,6.88,,7.87,,,,,<3,1.5,,,0.03316035002021377,,,0.0015,0.0003,0.00045,0.0015,0.00025,0.0039,,,
NB32,,NB32,480817,2346140,,6.81,,7.82,,,,,3.2,1.5,,,0.018191509440781187,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0065,,,
NB32,,NB32,480817,2346140,,6.29,,8.01,,,,,4.5,1.5,,,0.02177540342287094,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0093,,,
NB32,,NB32,480817,2346140,,6.22,,8.04,,,,,4.5,1.5,,,0.06,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.0085,,,
NB32,,NB32,480817,2346140,,6.13,,8.01,,,,,4.8,1.5,,,0.05182153527597849,,,"<0,0003",0.0001,0.00045,0.00045,0.00025,0.001,,,
NB32,,NB32,480817,2346140,,6.04,,8.03,,,,,4.9,1.5,,,0.028850027108027386,,,0.0021,0.0001,0.00045,0.00045,0.00025,0.011,,,
NB32,,NB32,480817,2346140,,6.01,,8.05,,,,,4.8,1.5,,,0.021716695701440875,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.009,,,
NB32,,NB32,480817,2346140,,6.18,,8.02,,,,,3.5,1.5,,,0.012778374178991523,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.0107,,,
NB32,,NB32,480817,2346140,,6.17,,8.05,,,,,4.7,1.5,,,0.03075174294262564,,,"<0,0003",0.0001,0.00045,0.00045,0.00025,0.001,,,
NB32,,NB32,480817,2346140,,6.12,,8.02,,,,,4.4,1.5,,,0.06,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0121,,,
NB32,,NB32,480817,2346140,,6.16,,8.04,,,,,5.1,1.5,,,0.0438528112840429,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0118,,,
NB32,,NB32,480817,2346140,,6.08,,8.04,,,,,4.8,1,,,0.030572932868726636,,,0.0018,0.0001,0.0001,0.0006,0.0001,0.0147,,,
NB32,,NB32,480817,2346140,,6.09,,8.02,,,,,4.1,1,,,0.044335776112024716,,,0.0016,0.0001,0.0001,0.0008,0.0001,0.013,,,
NB32,,NB32,480817,2346140,,6.05,,8.04,,,,,3.2,1,,,0.021261070848588984,,,0.0016,0.0001,0.0001,0.0012,0.0001,0.05,,,
NB32,,NB32,480817,2346140,,6.07,,8.02,,,,,3.3,1,,,0.0336240578230593,,,0.0017,0.0001,0.0005,0.00015,0.0001,0.0137,,,
NB33,,NB33,423810,2313396,,7.76,,7.78,,,,,7.6,1.5,,,0.03882930294708157,,,0.0007,0.0001,0.00045,0.00045,0.00025,0.0114,,,
NB33,,NB33,423810,2313396,,6.22,,8.02,,,,,8.8,1.5,,,0.036301519269485695,,,0.0039,0.0002,0.00045,0.0013,0.00025,0.0172,,,
NB33,,NB33,423810,2313396,,7.76,,8.08,,,,,8.3,1.5,,,0.04989615682695543,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0135,,,
NB33,,NB33,423810,2313396,,7.52,,8.06,,,,,5.4,1.5,,,0.042440623636374644,,,0.0029,0.0002,0.00045,0.00045,0.00025,0.0208,,,
NB33,,NB33,423810,2313396,,6.68,,8.07,,,,,6.1,1.5,,,0.04772790399937011,,,0.0009,0.0001,0.00045,0.00045,0.00025,0.0079,,,
NB33,,NB33,423810,2313396,,6.48,,8.06,,,,,5.7,1.5,,,0.029177412382099463,,,0.0035,0.0001,0.00045,0.00045,0.00025,0.0139,,,
NB33,,NB33,423810,2313396,,6.42,,8.04,,,,,6.3,1.5,,,0.051871004212420475,,,0.003,0.0001,0.00045,0.00045,0.00025,0.0157,,,
NB33,,NB33,423810,2313396,,6.33,,8.02,,,,,6.4,1.5,,,0.06,,,0.0031,0.0001,0.00045,0.00045,0.00025,0.0125,,,
NB33,,NB33,423810,2313396,,6.42,,8.05,,,,,5.4,1.5,,,0.02634252412715994,,,0.0026,0.0001,0.00045,0.00045,0.00025,0.0144,,,
NB33,,NB33,423810,2313396,,6.32,,8.02,,,,,4.2,1.5,,,0.027142299715092976,,,0.003,0.0001,0.00045,0.00045,0.00025,0.0114,,,
NB33,,NB33,423810,2313396,,6.34,,8.06,,,,,6.3,1.5,,,0.06,,,0.0024,0.0001,0.00045,0.00045,0.00025,0.015,,,
NB33,,NB33,423810,2313396,,6.4,,8.05,,,,,5.6,1.5,,,0.034941813242381436,,,0.0022,0.0001,0.00045,0.00045,0.00025,0.0101,,,
NB33,,NB33,423810,2313396,,6.38,,8.06,,,,,5.3,1,,,0.06,,,0.0019,0.0001,0.0001,0.0012,0.0001,0.0097,,,
NB33,,NB33,423810,2313396,,6.25,,8.05,,,,,5.2,1,,,0.03189879645680259,,,0.0018,0.0001,0.0001,0.0005,0.0001,0.0083,,,
NB33,,NB33,423810,2313396,,6.32,,8.03,,,,,6.7,1,,,0.06,,,0.0035,0.0001,0.0001,0.00015,0.0001,0.0217,,,
NB33,,NB33,423810,2313396,,6.31,,8.08,,,,,4.7,1,,,0.0392827591654689,,,0.0031,0.0001,0.0001,0.0006,0.0004,0.058,,,
NB34,,NB34,430246,2307445,,6.86,,8.04,,,,,4.8,1.5,,,0.04113090529915147,,,0.001,0.0001,0.00045,0.00045,0.00025,0.0099,,,
NB34,,NB34,430246,2307445,,6.82,,8.1,,,,,3.9,1.5,,,0.06,,,0.0038,0.0001,0.00045,0.00045,0.00025,0.0051,,,
NB34,,NB34,430246,2307445,,6.95,,8.05,,,,,4.2,1.5,,,0.03284713813224016,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0076,,,
NB34,,NB34,430246,2307445,,6.75,,8.11,,,,,5.1,1.5,,,0.026621356511784235,,,0.0028,0.0001,0.00045,0.00045,0.00025,0.0062,,,
NB34,,NB34,430246,2307445,,6.55,,8.1,,,,,4.9,1.5,,,0.03182911817134706,,,0.0009,0.0001,0.00045,0.00045,0.00025,0.0059,,,
NB34,,NB34,430246,2307445,,6.46,,8.08,,,,,4.2,1.5,,,0.04413126242219566,,,0.0042,0.0001,0.00045,0.00045,0.00025,0.0063,,,
NB34,,NB34,430246,2307445,,6.4,,8.04,,,,,4.3,1.5,,,0.02122407931935638,,,0.0033,0.0001,0.00045,0.00045,0.00025,0.0086,,,
NB34,,NB34,430246,2307445,,6.34,,8.05,,,,,5.2,1.5,,,0.04719670117399561,,,0.0035,0.0001,0.00045,0.00045,0.00025,0.0087,,,
NB34,,NB34,430246,2307445,,6.44,,8.08,,,,,4.4,1.5,,,0.030804485139232368,,,0.0029,0.0001,0.00045,0.00045,0.00025,0.009,,,
NB34,,NB34,430246,2307445,,6.38,,8.11,,,,,4.7,1.5,,,0.05679467609221921,,,0.0033,0.0001,0.00045,0.00045,0.00025,0.0097,,,
NB34,,NB34,430246,2307445,,6.35,,8.01,,,,,5.1,1.5,,,0.015714916041349784,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0082,,,
NB34,,NB34,430246,2307445,,6.3,,8.04,,,,,4.3,1.5,,,0.02815645648656389,,,0.0029,0.0001,0.00045,0.00045,0.00025,0.0114,,,
NB34,,NB34,430246,2307445,,6.36,,8.06,,,,,4.5,1,,,0.02031482672386242,,,0.0026,0.0001,0.0001,0.0005,0.0001,0.0109,,,
NB34,,NB34,430246,2307445,,6.29,,8.08,,,,,4.7,1,,,0.027754258751982366,,,0.0021,0.0001,0.0001,0.0005,0.0001,0.0094,,,
NB34,,NB34,430246,2307445,,6.38,,8.07,,,,,4.1,1,,,0.04097361224748975,,,0.0036,0.0001,0.0001,0.00015,0.0001,0.0131,,,
NB34,,NB34,430246,2307445,,6.22,,8.08,,,,,3.6,1,,,0.03509573400950321,,,0.0032,0.0001,0.0001,0.00015,0.0001,0.0247,,,
NB35,,NB35,430996,2307219,,6.79,,8.03,,,,,4.8,1.5,,,0.03416434223198075,,,0.0008,0.0001,0.00045,0.00045,0.00025,0.0117,,,
NB35,,NB35,430996,2307219,,6.87,,8.08,,,,,5.1,1.5,,,0.035351803932027276,,,0.0041,0.0001,0.00045,0.00045,0.00025,0.0061,,,
NB35,,NB35,430996,2307219,,6.72,,8.14,,,,,4.7,1.5,,,0.04032079005884567,,,0.0025,0.0001,0.00045,0.00045,0.00025,0.0054,,,
NB35,,NB35,430996,2307219,,6.89,,8.04,,,,,4.2,1.5,,,0.02597826955707456,,,0.003,0.0001,0.00045,0.00045,0.00025,0.0074,,,
NB35,,NB35,430996,2307219,,6.66,,8.06,,,,,4.2,1.5,,,0.048399528190769155,,,0.0011,0.0001,0.00045,0.00045,0.00025,0.0102,,,
NB35,,NB35,430996,2307219,,6.66,,8.05,,,,,4.8,1.5,,,0.047630014605811975,,,0.0033,0.0001,0.00045,0.00045,0.00025,0.0079,,,
NB35,,NB35,430996,2307219,,6.48,,8.02,,,,,5.1,1.5,,,0.04306703435955204,,,0.0027,0.0001,0.00045,0.00045,0.00025,0.0099,,,
NB35,,NB35,430996,2307219,,6.37,,8.04,,,,,4.3,1.5,,,0.04583120478124599,,,0.0027,0.0001,0.00045,0.00045,0.00025,0.0055,,,
NB35,,NB35,430996,2307219,,6.48,,8.09,,,,,4.9,1.5,,,0.04170463722253641,,,0.0023,0.0001,0.00045,0.00045,0.00025,0.0073,,,
NB35,,NB35,430996,2307219,,6.52,,8.03,,,,,4.5,1.5,,,0.06,,,0.0031,0.0001,0.00045,0.00045,0.00025,0.0084,,,
NB35,,NB35,430996,2307219,,6.41,,8.05,,,,,4.9,1.5,,,0.03628843914866501,,,0.0022,0.0001,0.00045,0.00045,0.00025,0.0095,,,
NB35,,NB35,430996,2307219,,6.37,,8.06,,,,,4.2,1.5,,,0.03350523115432376,,,0.0025,0.0001,0.00045,0.00045,0.00025,0.0072,,,
NB35,,NB35,430996,2307219,,6.39,,8.07,,,,,4.1,1,,,0.028495916128361234,,,0.0023,0.0001,0.0001,0.0005,0.0001,0.0069,,,
NB35,,NB35,430996,2307219,,6.41,,8.06,,,,,4.2,1,,,0.02575564777681338,,,0.0018,0.0001,0.0001,0.0005,0.0001,0.0059,,,
NB35,,NB35,430996,2307219,,6.33,,8.08,,,,,3.9,1,,,0.02384747530389124,,,0.0033,0.0001,0.0001,0.00015,0.0001,0.0115,,,
NB35,,NB35,430996,2307219,,6.28,,8.02,,,,,3.8,1,,,0.027131455567927485,,,0.0033,0.0001,0.0001,0.00015,0.0001,0.0201,,,
NB36,,NB36,431601,2306977,,6.59,,8.01,,,,,5.4,1.5,,,0.036505139481746024,,,0.0013,0.0001,0.001,0.00045,0.0006,0.0128,,,
NB36,,NB36,431601,2306977,,6.24,,8.11,,,,,6.8,1.5,,,0.04228158591343696,,,0.0041,0.0001,0.00045,0.0009,0.00025,0.0182,,,
NB36,,NB36,431601,2306977,,6.89,,8.19,,,,,6.4,1.5,,,0.03815444509132573,,,0.0044,0.0001,0.00045,0.00045,0.00025,0.0123,,,
NB36,,NB36,431601,2306977,,6.31,,8.1,,,,,6.3,1.5,,,0.028372069036673872,,,0.003,0.0001,0.00045,0.00045,0.00025,0.022,,,
