KHM,Quarter,mahieu,lat,lon,Quarter,DO,Temperature,pH,Salinity,NH3,PO4,BOD5,TSS,Coliform,Alkalinity,Transparency,H2S,COD,CN,As,Cd,Pb,Cu,Hg,Zn,Total_Cr,Alkalinity_source,Transparency_source
NB11,,NB11,413685,2316995,,6.58,,7.76,,,,,10.6,1.5,,,0.06,,,0.0028,0.0001,0.00045,0.00045,0.00025,0.0127,,,
NB11,,NB11,413685,2316995,,6.44,,7.77,,,,,8.2,1.5,,,0.0278030560134968,,,0.0029,0.0001,0.00045,0.00045,0.00025,0.0185,,,
NB11,,NB11,413685,2316995,,6.07,,7.82,,,,,9.2,1.5,,,0.05076668253814668,,,0.001,0.0001,0.00045,0.00045,0.00025,0.0145,,,
NB11,,NB11,413685,2316995,,6.01,,7.79,,,,,9.5,1.5,,,0.02699275202865556,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0128,,,
NB11,,NB11,413685,2316995,,5.94,,7.71,,,,,10.5,1.5,,,0.05251007195741167,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0103,,,
NB11,,NB11,413685,2316995,,5.9,,8.05,,,,,11.7,1.5,,,0.04306567571998609,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0142,,,
NB11,,NB11,413685,2316995,,6.01,,7.86,,,,,9.2,1.5,,,0.03538447968519291,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0177,,,
NB11,,NB11,413685,2316995,,5.94,,7.7,,,,,7.5,1.5,,,0.036903459440193465,,,0.0021,0.0001,0.00045,0.00045,0.00025,0.0102,,,
NB11,,NB11,413685,2316995,,5.87,,7.75,,,,,9.5,1.5,,,0.02953503398831855,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0099,,,
NB11,,NB11,413685,2316995,,5.91,,7.79,,,,,9.3,1.5,,,0.04403113850718703,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0132,,,
NB11,,NB11,413685,2316995,,6.08,,7.9,,,,,8.2,1,,,0.031755090547653034,,,0.0017,0.0001,0.0001,0.0005,0.0001,0.0127,,,
NB11,,NB11,413685,2316995,,5.88,,7.76,,,,,9.2,1,,,0.024011231816364567,,,0.0014,0.0001,0.0001,0.0005,0.0001,0.0109,,,
NB11,,NB11,413685,2316995,,5.87,,7.72,,,,,8.4,1,,,0.023559736091713145,,,0.0029,0.0001,0.0001,0.00015,0.0001,0.0154,,,
NB11,,NB11,413685,2316995,,5.84,,7.72,,,,,9.5,1,,,0.03987281952485088,,,0.0024,0.0001,0.0001,0.0045,0.0002,0.0644,,,
NB12,,NB12,424936,2316901,,7.18,,7.72,,,,,8.5,1.5,,,0.06,,,0.0013,0.0001,0.00045,0.00045,0.0007,0.0069,,,
NB12,,NB12,424936,2316901,,6.54,,8.08,,,,,15.3,1.5,,,0.03969105161102283,,,0.0036,0.0001,0.00045,0.0013,0.00025,0.0088,,,
NB12,,NB12,424936,2316901,,6.54,,8.02,,,,,14.3,1.5,,,0.035875587660536654,,,0.0026,0.0001,0.00045,0.00045,0.00025,0.0055,,,
NB12,,NB12,424936,2316901,,6.85,,8.09,,,,,7.6,1.5,,,0.041544713997535496,,,0.0026,0.0001,0.00045,0.00045,0.00025,0.0107,,,
NB12,,NB12,424936,2316901,,6.3,,8.06,,,,,7.9,1.5,,,0.06,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0081,,,
NB12,,NB12,424936,2316901,,6.24,,8.04,,,,,7.1,1.5,,,0.040555397920495985,,,0.0032,0.0001,0.00045,0.00045,0.00025,0.0117,,,
NB12,,NB12,424936,2316901,,6.26,,8.06,,,,,8.8,1.5,,,0.03226663643817186,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0146,,,
NB12,,NB12,424936,2316901,,6.17,,8.03,,,,,8.6,1.5,,,0.05594563517580158,,,0.0028,0.0001,0.00045,0.00045,0.00025,0.0137,,,
NB12,,NB12,424936,2316901,,6.24,,8.03,,,,,7.6,1.5,,,0.04375544452573596,,,0.0013,0.0001,0.00045,0.00045,0.00025,0.0147,,,
NB12,,NB12,424936,2316901,,6.19,,8.03,,,,,8.4,1.5,,,0.06,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0093,,,
NB12,,NB12,424936,2316901,,6.16,,8.04,,,,,8.6,1.5,,,0.04002710050642143,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.014,,,
NB12,,NB12,424936,2316901,,6.2,,8.01,,,,,8.2,1.5,,,0.024021134456899355,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0119,,,
NB12,,NB12,424936,2316901,,6.19,,8.01,,,,,7.5,1,,,0.022801188371567173,,,0.0018,0.0001,0.0001,0.0005,0.0001,0.0114,,,
NB12,,NB12,424936,2316901,,6.14,,8.01,,,,,8.6,1,,,0.06,,,0.0013,0.0001,0.0001,0.0005,0.0001,0.01,,,
NB12,,NB12,424936,2316901,,6.22,,8,,,,,6.8,1,,,0.06,,,0.0023,0.0001,0.0001,0.00015,0.0001,0.0082,,,
NB12,,NB12,424936,2316901,,6.14,,8.05,,,,,7.6,1,,,0.0350920094366268,,,0.0036,0.0001,0.0014,0.0057,0.0001,0.0638,,,
NB13,,NB13,426503,2316868,,6.56,,7.94,,,,,10.8,1.5,,,0.0325929495201906,,,0.0015,0.0001,0.016,0.00045,0.00025,0.0082,,,
NB13,,NB13,426503,2316868,,6.42,,8.05,,,,,12.8,1.5,,,0.06,,,0.0036,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB13,,NB13,426503,2316868,,6.4,,8.01,,,,,12.8,1.5,,,0.025066381146033594,,,0.003,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB13,,NB13,426503,2316868,,6.93,,8.1,,,,,8.1,1.5,,,0.027073160986982127,,,0.0026,0.0001,0.00045,0.00045,0.00025,0.0042,,,
NB13,,NB13,426503,2316868,,6.28,,8.04,,,,,8.1,1.5,,,0.047297059860257805,,,0.0011,0.0001,0.0009,0.00045,0.00025,0.0067,,,
NB13,,NB13,426503,2316868,,6.22,,8.02,,,,,8.2,1.5,,,0.03245824069216534,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0044,,,
NB13,,NB13,426503,2316868,,6.17,,8.01,,,,,8.4,1.5,,,0.03738364828450269,,,0.002,0.0001,0.00045,0.00045,0.00025,0.008,,,
NB13,,NB13,426503,2316868,,6.13,,8,,,,,8.2,1.5,,,0.03529724402925546,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0088,,,
NB13,,NB13,426503,2316868,,6.22,,8.02,,,,,8.5,1.5,,,0.04233191228442143,,,0.0012,0.0001,0.00045,0.0021,0.00025,0.0152,,,
NB13,,NB13,426503,2316868,,6.16,,8,,,,,6.1,1.5,,,0.06,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0055,,,
NB13,,NB13,426503,2316868,,6.08,,8.03,,,,,8.3,1.5,,,0.03870425534259755,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0077,,,
NB13,,NB13,426503,2316868,,6.12,,8.04,,,,,8.4,1.5,,,0.04730756064366533,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0061,,,
NB13,,NB13,426503,2316868,,6.28,,8.01,,,,,8.2,1,,,0.017803997475415213,,,0.0013,0.0001,0.0001,0.0005,0.0001,0.0059,,,
NB13,,NB13,426503,2316868,,6.09,,8.02,,,,,8.2,1,,,0.03679711433713196,,,0.0011,0.0001,0.0001,0.0005,0.0001,0.0077,,,
NB13,,NB13,426503,2316868,,6.15,,8.03,,,,,7.1,1,,,0.027583631022853584,,,0.0029,0.0001,0.0001,0.00015,0.0001,0.0282,,,
NB13,,NB13,426503,2316868,,6.08,,8.02,,,,,7.4,1,,,0.02407046719494293,,,0.0028,0.0001,0.0001,0.002,0.0001,0.0692,,,
NB14,,NB14,422609,2317578,,6.56,,8.01,,,,,9.7,150,,,0.027236420501957972,,,0.001,0.0001,0.00045,0.00045,0.0005,0.0117,,,
NB14,,NB14,422609,2317578,,6.1,,8.19,,,,,14.4,90,,,0.03317820410467208,,,0.0042,0.0001,0.00045,0.0011,0.00025,0.0132,,,
NB14,,NB14,422609,2317578,,6.2,,8.14,,,,,15.6,150,,,0.052212439800234524,,,0.0034,0.0001,0.00045,0.00045,0.00025,0.0113,,,
NB14,,NB14,422609,2317578,,6.21,,8.11,,,,,8.9,1.5,,,0.023149259715019428,,,0.0031,0.0001,0.00045,0.00045,0.00025,0.016,,,
NB14,,NB14,422609,2317578,,6.2,,8.09,,,,,8.3,200,,,0.03787163352578927,,,0.0013,0.0001,0.00045,0.00045,0.00025,0.0128,,,
NB14,,NB14,422609,2317578,,6.15,,8.05,,,,,8.3,150,,,0.03142068050744276,,,0.0025,0.0001,0.00045,0.00045,0.00025,0.0152,,,
NB14,,NB14,422609,2317578,,6.09,,8.09,,,,,9.1,1.5,,,0.03325592414384108,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0173,,,
NB14,,NB14,422609,2317578,,6.07,,8.09,,,,,8.5,200,,,0.05388360133895263,,,0.0022,0.0001,0.00045,0.00045,0.00025,0.0178,,,
NB14,,NB14,422609,2317578,,6.25,,8.05,,,,,8.4,1.5,,,0.04552603404297161,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0195,,,
NB14,,NB14,422609,2317578,,6.09,,8.01,,,,,7.5,1.5,,,0.06,,,0.0029,0.0001,0.00045,0.00045,0.00025,0.0137,,,
NB14,,NB14,422609,2317578,,6.02,,8.07,,,,,8.1,1.5,,,0.035411857664528194,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.0165,,,
NB14,,NB14,422609,2317578,,60.5,,8.05,,,,,7.2,1.5,,,0.029097400529033198,,,0.0025,0.0001,0.00045,0.00045,0.00025,0.0125,,,
NB14,,NB14,422609,2317578,,6.2,,8.06,,,,,6.2,1,,,0.03453212142852505,,,0.002,0.0001,0.0001,0.0005,0.0001,0.012,,,
NB14,,NB14,422609,2317578,,6.02,,8.04,,,,,7.9,1,,,0.04089685809983978,,,0.0017,0.0001,0.0001,0.0005,0.0001,0.0103,,,
NB14,,NB14,422609,2317578,,6.09,,8.06,,,,,8.4,1,,,0.039930503634068956,,,0.003,0.0001,0.0001,0.00015,0.0001,0.0073,,,
NB14,,NB14,422609,2317578,,6,,8.09,,,,,7.1,1,,,0.025273243066655803,,,0.0026,0.0001,0.0001,0.0025,0.0001,0.0278,,,
NB15,,NB15,430394,2317218,,7.45,,7.65,,,,,8.7,1.5,,,0.038702919866640144,,,0.0008,0.0001,0.00045,0.00045,0.0006,0.0181,,,
NB15,,NB15,430394,2317218,,6.86,,7.82,,,,,5.4,1.5,,,0.040685736525894904,,,0.0035,0.0001,0.00045,0.00045,0.00025,0.0027,,,
NB15,,NB15,430394,2317218,,5.65,,7.79,,,,,6.4,1.5,,,0.06,,,0.0024,0.0001,0.00045,0.00045,0.00025,0.006,,,
NB15,,NB15,430394,2317218,,6.26,,7.89,,,,,6.3,1.5,,,0.06,,,0.0026,0.0001,0.00045,0.00045,0.00025,0.0033,,,
NB15,,NB15,430394,2317218,,6.05,,8.1,,,,,6.7,1.5,,,0.02748362650903236,,,0.001,0.0001,0.00045,0.00045,0.00025,0.0124,,,
NB15,,NB15,430394,2317218,,5.98,,8.06,,,,,6.3,1.5,,,0.03374551094031226,,,0.0027,0.0001,0.00045,0.00045,0.00025,0.0049,,,
NB15,,NB15,430394,2317218,,5.92,,8.14,,,,,6.3,1.5,,,0.02202658848465238,,,0.0033,0.0001,0.00045,0.00045,0.00025,0.0037,,,
NB15,,NB15,430394,2317218,,5.9,,8.16,,,,,6.2,1.5,,,0.03022959553313498,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0079,,,
NB15,,NB15,430394,2317218,,6.13,,8.13,,,,,6.3,1.5,,,0.04199590510061207,,,0.0014,0.0001,0.00045,0.0009,0.00025,0.0113,,,
NB15,,NB15,430394,2317218,,5.72,,8.1,,,,,23.5,1.5,,,0.05800307651191814,,,0.0025,0.0001,0.00045,0.00045,0.00025,0.0069,,,
NB15,,NB15,430394,2317218,,5.86,,8.16,,,,,6.2,1.5,,,0.028749701177932612,,,0.0027,0.0001,0.00045,0.00045,0.00025,0.0035,,,
NB15,,NB15,430394,2317218,,5.9,,8.19,,,,,6.3,1.5,,,0.029541904798097318,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0079,,,
NB15,,NB15,430394,2317218,,6.18,,8.11,,,,,6.8,1,,,0.017187722888207878,,,0.0017,0.0001,0.0001,0.0005,0.0001,0.0076,,,
NB15,,NB15,430394,2317218,,5.65,,8.12,,,,,6.2,1,,,0.035307193492220175,,,0.0013,0.0001,0.0001,0.0005,0.0001,0.0108,,,
NB15,,NB15,430394,2317218,,5.85,,8.17,,,,,5.5,1,,,0.025475491076549995,,,0.003,0.0001,0.0001,0.00015,0.0001,0.0436,,,
NB15,,NB15,430394,2317218,,5.78,,8.2,,,,,5.4,1,,,0.030908934974123194,,,0.0027,0.0001,0.0001,0.0013,0.0001,0.0287,,,
NB16,,NB16,431681,2317471,,7.56,,7.75,,,,,5.4,1.5,,,0.02724918386011848,,,0.0012,0.0001,0.00045,0.00045,0.0006,0.0134,,,
NB16,,NB16,431681,2317471,,6.95,,8.01,,,,,4.5,1.5,,,0.03619420378220166,,,0.0039,0.0001,0.00045,0.0012,0.00025,0.0114,,,
NB16,,NB16,431681,2317471,,5.82,,8.05,,,,,4.7,1.5,,,0.019796446430901393,,,0.0029,0.0001,0.00045,0.00045,0.00025,0.0087,,,
NB16,,NB16,431681,2317471,,6.35,,8.02,,,,,6.8,1.5,,,0.02199781807792389,,,0.0029,0.0001,0.00045,0.00045,0.00025,0.0138,,,
NB16,,NB16,431681,2317471,,6.19,,8.08,,,,,7.2,1.5,,,0.06,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0095,,,
NB16,,NB16,431681,2317471,,6.11,,8.07,,,,,6.9,1.5,,,0.023478817164652385,,,0.0024,0.0001,0.00045,0.00045,0.00025,0.0085,,,
NB16,,NB16,431681,2317471,,6.04,,8.05,,,,,7.2,1.5,,,0.025159844362104295,,,0.0028,0.0001,0.00045,0.00045,0.00025,0.0122,,,
NB16,,NB16,431681,2317471,,6.01,,8.06,,,,,7.2,1.5,,,0.06,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0094,,,
NB16,,NB16,431681,2317471,,6.23,,8.06,,,,,7.2,1.5,,,0.06,,,0.0012,0.0001,0.00045,0.002,0.00025,0.0032,,,
NB16,,NB16,431681,2317471,,6.02,,8.04,,,,,6.4,1.5,,,0.024486539901826924,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0091,,,
NB16,,NB16,431681,2317471,,5.95,,8.08,,,,,6.7,1.5,,,0.03277003902376073,,,0.0023,0.0001,0.00045,0.00045,0.00025,0.0117,,,
NB16,,NB16,431681,2317471,,5.98,,8.1,,,,,6.2,1.5,,,0.042393085715183076,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0088,,,
NB16,,NB16,431681,2317471,,6.15,,8.04,,,,,6.5,1,,,0.06,,,0.0014,0.0001,0.0001,0.0013,0.0001,0.0084,,,
NB16,,NB16,431681,2317471,,5.98,,8.01,,,,,6.9,1,,,0.02618336044495414,,,0.0016,0.0001,0.0001,0.0014,0.0001,0.009,,,
NB16,,NB16,431681,2317471,,5.92,,8.08,,,,,6.1,1,,,0.034264866358131627,,,0.0028,0.0001,0.0001,0.00015,0.0001,0.003,,,
NB16,,NB16,431681,2317471,,5.92,,8.05,,,,,6.1,1,,,0.049652983304514356,,,0.0031,0.0001,0.0001,0.0008,0.0001,0.0394,,,
NB17,,NB17,432137,2317257,,7.82,,7.71,,,,,12.2,1.5,,,0.04385093117298805,,,0.0008,0.0001,0.00045,0.00045,0.00025,0.0132,,,
NB17,,NB17,432137,2317257,,5.68,,8.02,,,,,11.8,1.5,,,0.03267618319607522,,,0.0036,0.0001,0.00045,0.00045,0.00025,0.0115,,,
NB17,,NB17,432137,2317257,,5.51,,8.06,,,,,13.2,1.5,,,0.035678528371353616,,,0.0026,0.0001,0.00045,0.00045,0.00025,0.0144,,,
NB17,,NB17,432137,2317257,,5.94,,8.03,,,,,11.5,1.5,,,0.022745539386409035,,,0.0026,0.0001,0.00045,0.00045,0.00025,0.0139,,,
NB17,,NB17,432137,2317257,,6.06,,8.03,,,,,11.8,1.5,,,0.034353277468802866,,,0.0008,0.0001,0.00045,0.00045,0.0003,0.0132,,,
NB17,,NB17,432137,2317257,,6,,8.01,,,,,11.3,1.5,,,0.034003495475257814,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0127,,,
NB17,,NB17,432137,2317257,,5.92,,8.07,,,,,13.1,1.5,,,0.040743948147691424,,,0.0023,0.0001,0.00045,0.00045,0.00025,0.0102,,,
NB17,,NB17,432137,2317257,,5.95,,8.01,,,,,11.3,1.5,,,0.030620046330787434,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0102,,,
NB17,,NB17,432137,2317257,,6.01,,8.07,,,,,11.6,1.5,,,0.044439761217739675,,,0.0013,0.0001,0.00045,0.00045,0.00025,0.008,,,
NB17,,NB17,432137,2317257,,5.88,,8.02,,,,,12.6,1.5,,,0.054078586667863006,,,0.0025,0.0001,0.00045,0.00045,0.00025,0.0096,,,
NB17,,NB17,432137,2317257,,5.86,,8.05,,,,,12.4,1.5,,,0.03962542126009589,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0098,,,
NB17,,NB17,432137,2317257,,5.9,,8.06,,,,,12.3,1.5,,,0.04255023933004522,,,0.0022,0.0001,0.00045,0.00045,0.00025,0.0117,,,
NB17,,NB17,432137,2317257,,6.08,,8.05,,,,,11.2,1,,,0.0381823190587456,,,0.0017,0.0001,0.0001,0.0005,0.0001,0.0112,,,
NB17,,NB17,432137,2317257,,5.94,,8,,,,,12.3,1,,,0.03745431364754258,,,0.0018,0.0001,0.0001,0.0005,0.0001,0.0112,,,
NB17,,NB17,432137,2317257,,5.8,,8.03,,,,,11.7,1,,,0.028828291324498448,,,0.0027,0.0001,0.0001,0.00015,0.0001,0.0233,,,
NB17,,NB17,432137,2317257,,5.81,,8.06,,,,,10.2,1,,,0.04200945367946176,,,0.0031,0.0001,0.0001,0.0013,0.0001,0.036,,,
NB18,,NB18,435609,2316544,,7.37,,7.64,,,,,8.7,1.5,,,0.03615452321111875,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB18,,NB18,435609,2316544,,5.76,,8.09,,,,,9.8,1.5,,,0.06,,,0.0039,0.0001,0.00045,0.0009,0.00025,0.0075,,,
NB18,,NB18,435609,2316544,,5.57,,8.13,,,,,12.4,1.5,,,0.06,,,0.0035,0.0001,0.00045,0.00045,0.00025,0.0091,,,
NB18,,NB18,435609,2316544,,5.92,,8.07,,,,,12.4,1.5,,,0.04307966831469017,,,0.0029,0.0001,0.00045,0.00045,0.00025,0.0091,,,
NB18,,NB18,435609,2316544,,6.01,,8.02,,,,,12.4,1.5,,,0.028397583610305543,,,0.001,0.0001,0.00045,0.00045,0.00025,0.0077,,,
NB18,,NB18,435609,2316544,,5.95,,8,,,,,12.5,1.5,,,0.025017640457658745,,,0.0022,0.0001,0.00045,0.00045,0.00025,0.0091,,,
NB18,,NB18,435609,2316544,,5.9,,8.02,,,,,12.4,1.5,,,0.057694392489615796,,,0.0028,0.0001,0.00045,0.00045,0.00025,0.0079,,,
NB18,,NB18,435609,2316544,,5.87,,8,,,,,12.5,1.5,,,0.04119840321240493,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0115,,,
NB18,,NB18,435609,2316544,,6.12,,8.04,,,,,12.5,1.5,,,0.04457868719586032,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0092,,,
NB18,,NB18,435609,2316544,,6.01,,8.03,,,,,7.2,1.5,,,0.019891045440962353,,,0.0022,0.0001,0.00045,0.00045,0.00025,0.0074,,,
NB18,,NB18,435609,2316544,,5.97,,8.06,,,,,11.2,1.5,,,0.05243137966334277,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0076,,,
NB18,,NB18,435609,2316544,,6.02,,8.07,,,,,11.2,1.5,,,0.0441646738178019,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0086,,,
NB18,,NB18,435609,2316544,,6.16,,8.02,,,,,12.4,1,,,0.025035622093920826,,,0.0019,0.0001,0.0001,0.0005,0.0001,0.0082,,,
NB18,,NB18,435609,2316544,,6.08,,8.01,,,,,6.4,1,,,0.03156512695278193,,,0.0017,0.0001,0.0001,0.0005,0.0001,0.0082,,,
NB18,,NB18,435609,2316544,,5.91,,8.01,,,,,12.4,1,,,0.04121287131535136,,,0.003,0.0001,0.0001,0.00015,0.0001,0.02,,,
NB18,,NB18,435609,2316544,,5.95,,8.07,,,,,10.9,1,,,0.03817278381079962,,,0.0035,0.0001,0.0001,0.0003,0.0001,0.0158,,,
NB19,,NB19,443279,2316498,,7.82,,7.71,,,,,12.8,1.5,,,0.033686955658997826,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0036,,,
NB19,,NB19,443279,2316498,,6.03,,8.13,,,,,6.2,1.5,,,0.036073282857819834,,,0.0036,0.0001,0.00045,0.0021,0.00025,0.0231,,,
NB19,,NB19,443279,2316498,,6.09,,8.1,,,,,6.7,1.5,,,0.034181698625511965,,,0.003,0.0001,0.00045,0.00045,0.00025,0.0173,,,
NB19,,NB19,443279,2316498,,6.09,,8.1,,,,,7.6,1.5,,,0.0395842364767217,,,0.0026,0.0001,0.00045,0.00045,0.00025,0.028,,,
NB19,,NB19,443279,2316498,,6.15,,8.04,,,,,7.6,1.5,,,0.06,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0065,,,
NB19,,NB19,443279,2316498,,6.06,,8.02,,,,,7.4,1.5,,,0.014762284245881737,,,0.0026,0.0001,0.00045,0.00045,0.00025,0.0148,,,
NB19,,NB19,443279,2316498,,6.01,,8.08,,,,,7.8,1.5,,,0.03436977346565176,,,0.0031,0.0001,0.00045,0.00045,0.00025,0.0115,,,
NB19,,NB19,443279,2316498,,5.97,,8.04,,,,,7.2,1.5,,,0.039929621020566713,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0168,,,
NB19,,NB19,443279,2316498,,6.23,,8.06,,,,,7.6,1.5,,,0.041698223397207614,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0145,,,
NB19,,NB19,443279,2316498,,6.32,,8.06,,,,,4.4,1.5,,,0.03272649533975302,,,0.0024,0.0001,0.00045,0.00045,0.00025,0.0117,,,
NB19,,NB19,443279,2316498,,6.06,,8.04,,,,,7.6,1.5,,,0.019803676063299337,,,0.0023,0.0001,0.00045,0.00045,0.00025,0.011,,,
NB19,,NB19,443279,2316498,,6.12,,8.05,,,,,7.4,1.5,,,0.04218507861641164,,,0.0026,0.0001,0.00045,0.00045,0.00025,0.0094,,,
NB19,,NB19,443279,2316498,,6.16,,8.05,,,,,7.5,1,,,0.06,,,0.0024,0.0001,0.0001,0.0005,0.0001,0.009,,,
NB19,,NB19,443279,2316498,,6.24,,8.02,,,,,4.8,1,,,0.02147107628252502,,,0.002,0.0001,0.0001,0.0005,0.0001,0.009,,,
NB19,,NB19,443279,2316498,,6.12,,8.07,,,,,7.4,1,,,0.05123544336843578,,,0.0032,0.0001,0.0001,0.00015,0.0001,0.003,,,
NB19,,NB19,443279,2316498,,6.04,,8.09,,,,,5.3,1,,,0.03324564644099179,,,0.0018,0.0001,0.0001,0.00015,0.0002,0.001,,,
NB20,,NB20,447656,2322174,,6.62,,8.04,,,,,7.4,1.5,,,0.03662923953613964,,,0.0008,0.0001,0.00045,0.0018,0.001,0.0083,,,
NB20,,NB20,447656,2322174,,6.92,,8.08,,,,,6.2,1.5,,,0.02556357794475906,,,0.0015,0.0001,0.00045,0.0018,0.00025,0.0151,,,
NB20,,NB20,447656,2322174,,6.92,,8.08,,,,,5.6,1.5,,,0.033174199960400066,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0127,,,
NB20,,NB20,447656,2322174,,6.22,,8.06,,,,,6.1,1.5,,,0.06,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0133,,,
NB20,,NB20,447656,2322174,,6.11,,8.08,,,,,7.2,1.5,,,0.04626753214158191,,,0.0011,0.0001,0.00045,0.00045,0.00025,0.0095,,,
NB20,,NB20,447656,2322174,,6.02,,8.06,,,,,7.8,1.5,,,0.06,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0123,,,
NB20,,NB20,447656,2322174,,5.96,,8.04,,,,,8.3,1.5,,,0.05740774666070179,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0088,,,
NB20,,NB20,447656,2322174,,5.9,,8,,,,,8.2,1.5,,,0.04391970966107719,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0095,,,
NB20,,NB20,447656,2322174,,6.15,,8.05,,,,,6.5,1.5,,,0.06,,,0.0013,0.0001,0.00045,0.00045,0.00025,0.0081,,,
NB20,,NB20,447656,2322174,,5.96,,8.02,,,,,7.7,1.5,,,0.04391821979781643,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0111,,,
NB20,,NB20,447656,2322174,,5.88,,8,,,,,7.6,1.5,,,0.05057367573500494,,,0.0011,0.0001,0.00045,0.00045,0.00025,0.0092,,,
NB20,,NB20,447656,2322174,,5.94,,8.01,,,,,6.7,1.5,,,0.03363323591483443,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0126,,,
NB20,,NB20,447656,2322174,,6.12,,8.04,,,,,6.3,1,,,0.03836822880110421,,,0.0019,0.0001,0.0001,0.0012,0.0001,0.0128,,,
NB20,,NB20,447656,2322174,,5.87,,8.05,,,,,7.2,1,,,0.029081771083530494,,,0.0017,0.0001,0.0001,0.0014,0.0001,0.0108,,,
NB20,,NB20,447656,2322174,,5.82,,7.99,,,,,7.2,1,,,0.0536267260376483,,,0.0017,0.0002,0.0001,0.00015,5e-05,0.0223,,,
NB20,,NB20,447656,2322174,,5.88,,8.07,,,,,6.4,1,,,0.02442677420507029,,,0.0009,0.0001,0.0001,0.00015,0.0006,0.001,,,
NB21,,NB21,452827,2321985,,7.2,,7.86,,,,,6.8,1.5,,,0.04974334963343686,,,0.0009,0.0001,0.00045,0.00045,0.0014,0.0088,,,
NB21,,NB21,452827,2321985,,6.84,,8.11,,,,,7.3,1.5,,,0.034950596948680676,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0089,,,
NB21,,NB21,452827,2321985,,5.95,,7.89,,,,,6.4,1.5,,,0.057279515782881714,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0105,,,
NB21,,NB21,452827,2321985,,6.58,,8.1,,,,,5.3,1.5,,,0.04917854268707128,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0109,,,
NB21,,NB21,452827,2321985,,6.27,,8.11,,,,,7.1,1.5,,,0.06,,,0.0008,0.0001,0.00045,0.00045,0.001,0.0071,,,
NB21,,NB21,452827,2321985,,6.19,,8.09,,,,,6.7,1.5,,,0.04882138860948718,,,0.0026,0.0001,0.00045,0.00045,0.00025,0.0065,,,
NB21,,NB21,452827,2321985,,6.08,,8.07,,,,,7.2,1.5,,,0.021175777374845325,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.0065,,,
NB21,,NB21,452827,2321985,,6.03,,8.05,,,,,6.4,1.5,,,0.036554527349118335,,,0.0022,0.0001,0.00045,0.00045,0.00025,0.008,,,
NB21,,NB21,452827,2321985,,6.22,,8.1,,,,,7.1,1.5,,,0.024482627076786202,,,0.0024,0.0001,0.00045,0.00045,0.00025,0.0076,,,
NB21,,NB21,452827,2321985,,6.14,,8.06,,,,,6.5,1.5,,,0.03103430690568085,,,0.0023,0.0001,0.00045,0.00045,0.00025,0.0086,,,
